open_time,open,high,low,close,volume,close_time,qav,trades,tb_base,tb_quote,ignore,timestamp,returns,sma_fast,sma_slow,ema_200,volatility,momentum,rsi,macd,macd_signal,atr,future_return,label
1757068200000,112368.34,112368.34,112368.34,112368.34,5e-05,1757068499999,5.61841700,1,0.00000000,0.00000000,0,2025-09-05 10:30:00,0.0,0.0,0.0,112368.34,0.0,0.0,0.0,0.0,0.0,0.0,-0.487542754480488,-1
1757068500000,112656.37,112656.37,112350.08,112350.08,0.03682,1757068799999,4141.81288980,20,0.03412000,3838.42700680,0,2025-09-05 10:35:00,-0.0001625012881741883,0.0,0.0,112368.15830845771,0.0,0.0,0.0,-1.456638176634442,-0.29132763532688843,0.0,-0.4874594659834688,-1
1757068800000,112782.05,118005.33,112349.42,112367.82,0.04998,1757069099999,5655.95807020,45,0.04760000,5388.54286480,0,2025-09-05 10:40:00,0.00015789930901699556,0.0,0.0,112368.1549422044,0.0,0.0,0.0,-1.1661223529081326,-0.4662865788431373,0.0,-0.00040536516593459027,0
1757069100000,112367.82,113003.0,105687.04,113003.0,0.1005,1757069399999,11061.47621600,69,0.03324000,3720.84398100,0,2025-09-05 10:45:00,0.005652685973617677,0.0,0.0,112374.47180845114,0.0,0.0,0.0,49.74440853296255,9.575852443518,0.0,-0.00710609452846378,-1
1757069400000,112357.91,117968.77,100097.01,111198.0,0.2407,1757069699999,26796.43595050,70,0.20805000,23350.30281750,0,2025-09-05 10:50:00,-0.015973027264762907,0.0,0.0,112362.76562130237,0.0,-1170.3399999999965,0.0,-54.923915229184786,-3.3241010910225572,0.0,0.008454828324250485,1
1757069700000,111198.0,111198.0,57583.97,57583.97,0.26527,1757069999999,28554.91911320,71,0.26527000,28554.91911320,0,2025-09-05 10:55:00,-0.48214922930268533,0.0,0.0,111817.70297830435,0.0,-54766.11,0.0,-4413.205776692659,-885.30043621135,0.0,0.9485504386029655,1
1757070000000,57583.97,57583.97,57008.13,57583.97,0.05819,1757070299999,3349.83587520,60,0.05742000,3305.89571740,0,2025-09-05 11:00:00,0.0,0.0,0.0,111278.06384419189,0.0,-54783.850000000006,70.46764312856719,-7777.5211293869215,-2263.7445748464643,0.0,0.9510146660607108,1
1757070300000,57583.97,112433.47,57583.97,112322.27,9.33728,1757070599999,955549.15812740,70,3.45075000,294201.74900540,0,2025-09-05 11:05:00,0.9505822540543836,0.0,0.0,111288.45395519496,0.0,-680.7299999999959,70.45576737294421,-5958.159982587415,-3002.6276563946544,0.0,0.00016799874147843674,0
1757070600000,112322.28,112322.28,112182.84,112199.99,4.57745,1757070899999,513703.50615390,39,1.12328000,126165.28219160,0,2025-09-05 11:10:00,-0.0010886532118696834,100108.60444444446,0.0,111297.52396559104,0.0,1001.9900000000052,70.4170777232491,-4474.589853526966,-3297.0200958211167,0.0,0.0010086453661894978,0
1757070900000,112210.92,112210.92,112138.16,112138.16,5.20774,1757071199999,584189.86679590,25,1.12167000,125846.93439340,0,2025-09-05 11:15:00,-0.0005510695678315747,100083.02888888889,0.0,111305.88850324687,0.0,54554.19,70.35787681080335,-3266.188415049095,-3290.853759666713,0.0,0.0017712971213366124,0
